"Age","Traffic","Spans","Length","ImprovementCost","Humidity","Temperature","DaysBelow0C","Wetness","Precipitation"
84,5490,2,35.1,137,78,15.1,59,4627,1252.83
63,3780,2,24,94,78,15.1,59,4627,1252.83
64,290,8,160.1,0,77,17.3,31,4643,1076.38
72,2140,3,32.2,125,76,17.8,27,4512,1039.26
53,490,3,89.9,352,79,19.5,8,4841,1472.46
72,2730,4,120.1,469,78,20.4,4,4824,1481.42
3,2256,3,182.1,16132,76,17.5,32,4518,1116.36
27,22145,4,331,1293,76,20,3,4432,1557.81
54,120,2,24,0,77,18.5,15,4386,1102.21
3,12730,1,128.9,11470,76,17.2,36,4474,1115.61
27,12690,1,88.9,348,77,16.2,47,4355,1210.12
17,600,1,57.1,223,78,15.6,57,4521,1462.63
12,7030,4,459,1793,77,16.3,43,4537,1196.86
67,340,6,310,1211,78,15.8,52,4607,1283.64
58,150,2,21,82,76,17.3,32,4479,1129.57
57,490,3,32.2,125,77,18.5,19,4761,1162.61
8,730,2,259.8,23088,79,18.9,10,4683,1302.41
17,1400,10,399.9,1563,75,18.7,16,4211,1174.05
72,490,4,123,481,77,17.3,33,4649,1148.89
68,890,2,21,0,76,18.6,20,4202,1137.8
2,30,1,49.9,4440,79,15.6,59,4612,1608.46
66,880,3,32.2,125,79,18.9,10,4683,1302.41
59,41750,3,227,1129,76,18.2,22,4269,1023.09
16,1940,3,36.1,217,76,16.8,41,4359,1120.56
32,600,3,26.9,105,75,18.3,16,4199,1141.68
42,1290,3,29.9,117,78,15.1,59,4627,1252.83
55,45390,6,240.2,938,76,17.8,27,4512,1039.26
31,20080,7,339.9,1328,77,16.2,47,4355,1210.12
72,104,5,29.9,117,75,19.3,7,4325,1544.85
27,50,1,45.9,180,76,16.8,41,4359,1120.56
48,1020,7,140.1,547,76,19.5,6,4317,1325.87
95,260,6,53.1,207,80,19.3,11,4951,1474.19
34,600,4,61,238,78,14.9,65,4524,1515.94
34,1700,3,28.9,113,76,16.8,41,4359,1120.56
7,490,2,20,1776,78,16,50,4568,1345.25
3,490,3,30.8,2738,78,16,50,4568,1345.25
33,2202,2,23,90,77,16.2,47,4355,1210.12
46,600,4,403.9,1579,76,16.7,39,4482,1150.77
52,370,6,180.1,703,78,19.4,8,4437,1294.62
2,490,1,69.9,6216,79,19.9,5,4891,1458.74
38,600,4,44,172,78,15.8,52,4607,1283.64
87,730,3,23,90,80,19.3,11,4951,1474.19
48,1620,6,35.1,137,79,19.4,13,4642,1418.14
32,490,3,28.9,0,77,16.4,43,4521,1263.46
21,7830,1,250,977,77,16.2,47,4355,1210.12
63,14780,4,191.9,750,77,16.3,43,4537,1196.86
3,4700,41,2244.1,199282,77,18.5,15,4386,1102.21
27,1096,3,33.1,129,77,16.3,43,4537,1196.86
32,940,3,160.1,625,78,15.1,59,4627,1252.83
42,490,2,40,156,78,18.9,14,4676,1384.74
60,420,4,44,172,78,16,50,4568,1345.25
22,1630,3,107.9,422,77,18.5,19,4761,1162.61
60,6650,4,204.1,797,79,19.4,10,4738,1381.25
3,3290,3,160.1,14208,76,18.2,22,4269,1023.09
92,12200,2,21,149,76,18.4,15,4225,1431.38
37,490,2,29.9,117,76,17.5,32,4518,1116.36
2,600,2,245.1,21756,77,16.4,43,4521,1263.46
59,2202,4,204.1,1232,77,16.2,47,4355,1210.12
47,600,4,337.9,1321,77,17.3,33,4649,1148.89
55,50,7,140.1,0,77,18.8,14,4423,1133.43
34,7830,3,32.2,193,78,15.1,59,4627,1252.83
60,39740,2,22,133,78,15.8,52,4607,1283.64
48,24730,3,152.9,598,76,19.2,13,4163,1241.28
52,490,2,22,86,78,15.1,59,4627,1252.83
24,21280,6,240.2,938,76,16.8,41,4359,1120.56
73,690,3,28.9,113,76,19.2,9,4289,1149.91
29,6240,3,32.2,193,78,19.1,8,4599,1293.02
19,1768,21,79.1,309,77,17.9,30,4756,1107.59
14,4200,3,300.9,1176,76,17.8,27,4512,1039.26
53,710,13,520,2032,76,18.9,14,4231,1334.9
58,1980,3,44.9,176,76,18.9,14,4231,1334.9
64,15100,3,37.1,184,77,16.4,43,4521,1263.46
12,1420,5,444.9,1739,76,19.5,6,4317,1325.87
61,490,3,32.2,125,76,19.5,6,4317,1325.87
53,15360,3,191.9,750,77,16.4,43,4521,1263.46
93,490,6,120.1,469,77,18.5,15,4386,1102.21
62,490,25,500,1954,78,19.4,8,4437,1294.62
27,600,3,34.1,133,76,19.2,9,4289,1149.91
44,600,3,33.1,129,76,17.3,32,4479,1129.57
11,24960,4,315.9,0,76,16.8,41,4359,1120.56
34,7990,3,29.9,181,79,18.9,10,4683,1302.41
11,300,3,20,1,76,19.5,6,4317,1325.87
16,2202,14,168,656,77,16.3,43,4537,1196.86
28,1240,7,252,0,77,19.9,5,4656,1447.84
36,600,3,43,168,74,18.2,25,4253,1055.31
35,2230,5,180.1,703,78,14.9,65,4524,1515.94
46,420,3,25.9,102,78,19.4,8,4437,1294.62
59,7280,4,211.9,828,77,16.2,47,4355,1210.12
31,70,3,28.9,113,79,15.6,59,4612,1608.46
41,36420,2,264.1,1875,74,18,19,3993,1394.54
17,12200,3,210,821,77,16.3,43,4537,1196.86
93,5180,3,62,242,78,14.9,65,4524,1515.94
37,23550,4,45.9,327,74,18,19,3993,1394.54
53,1000,3,107.9,422,79,19.5,8,4841,1472.46
61,22980,2,32.2,193,76,20,3,4432,1557.81
25,9970,4,42,164,77,16.2,47,4355,1210.12
14,1900,3,138.1,539,76,18.6,20,4202,1137.8
19,15250,6,471.1,1840,76,20,3,4432,1557.81
32,1250,3,33.1,129,78,19.4,8,4437,1294.62
59,1460,3,155.8,610,77,17.3,33,4649,1148.89
47,1260,3,30.8,121,78,16,50,4568,1345.25
42,28760,3,342.8,3168,77,16.2,47,4355,1210.12
19,300,3,33.1,129,80,19.3,11,4951,1474.19
28,13370,4,1900.9,0,77,19.9,5,4656,1447.84
48,1610,4,144,563,78,16,50,4568,1345.25
62,35210,4,35.1,286,77,18.5,15,4386,1102.21
57,12860,4,43,168,76,18.9,14,4231,1334.9
64,3230,3,33.1,129,79,19.5,8,4841,1472.46
41,350,3,25.9,102,76,19.2,9,4289,1149.91
19,42640,1,137.1,535,80,14.8,71,4637,1723.08
62,34110,6,46.9,284,80,19.3,11,4951,1474.19
45,1768,1,69.9,274,78,15.6,57,4521,1462.63
43,930,2,22,86,78,15.8,52,4607,1283.64
84,310,2,21,82,75,18.7,16,4211,1174.05
45,960,4,41,160,78,15.8,52,4607,1283.64
62,490,2,21,82,77,16.8,38,4652,1241.05
19,9450,2,228,1377,76,17.2,36,4474,1115.61
30,39000,2,231,2133,76,16.8,41,4359,1120.56
52,370,3,32.2,125,78,19.4,8,4437,1294.62
54,290,6,120.1,0,77,18.8,14,4423,1133.43
3,9406,1,128,11396,77,16.4,43,4521,1263.46
23,2480,4,77.1,301,75,17.7,25,4277,1191.47
24,104,1,36.1,141,74,18.2,25,4253,1055.31
42,40,11,220.1,860,80,20.6,4,5129,1392.02
16,2602,2,21,127,77,16.2,47,4355,1210.12
32,490,3,32.2,516,78,15.1,59,4627,1252.83
16,5530,4,361.9,1414,78,16,50,4568,1345.25
15,1980,2,24,94,79,19.5,8,4841,1472.46
21,600,1,51.8,203,78,13.4,76,4325,1558.15
63,370,6,60,234,76,19.5,6,4317,1325.87
15,630,18,1020,3985,80,20.3,3,5197,1403.16
15,2202,3,240.2,938,77,16.2,47,4355,1210.12
42,490,8,160.1,0,77,17.3,31,4643,1076.38
45,83640,3,162.1,806,77,16.3,43,4537,1196.86
58,110,4,128,0,77,18.5,15,4386,1102.21
9,40,2,190,16872,77,16.8,38,4652,1241.05
32,600,2,51.8,203,78,14.9,65,4524,1515.94
62,740,3,30.8,121,78,20.7,0,4392,1541.35
29,2480,3,26.9,105,76,20,3,4432,1557.81
54,7080,3,140.1,547,76,18.4,15,4225,1431.38
46,10070,4,315.9,1235,76,16.7,39,4482,1150.77
8,490,1,103,290856,77,16.4,43,4521,1263.46
39,2202,3,213.9,836,78,14.9,65,4524,1515.94
43,16520,3,32.2,193,76,16.8,41,4359,1120.56
46,16750,3,166,649,75,18.7,16,4211,1174.05
40,92760,3,210,1044,77,16.2,47,4355,1210.12
48,15560,5,408.1,2029,77,16.2,47,4355,1210.12
54,550,3,102,399,78,19.1,8,4599,1293.02
14,7490,3,316.9,1914,77,16.8,38,4652,1241.05
94,36780,6,60,426,77,16.4,43,4521,1263.46
11,240,3,241.1,942,80,19.3,11,4951,1474.19
68,2202,1,25.9,102,77,16.2,47,4355,1210.12
46,18530,3,161.1,629,76,18.9,14,4231,1334.9
15,1230,6,240.2,938,76,18.9,14,4231,1334.9
35,3020,6,215.9,844,75,17.7,25,4277,1191.47
58,81110,5,245.1,2263,78,15.6,57,4521,1462.63
56,31120,8,312,1219,76,20,3,4432,1557.81
63,340,5,149.9,0,78,19.4,8,4437,1294.62
38,600,3,32.2,125,77,16.8,38,4652,1241.05
53,400,2,23,90,76,19.2,13,4163,1241.28
18,2420,4,44,172,76,16.8,41,4359,1120.56
58,5380,4,315,0,76,16.8,41,4359,1120.56
38,74810,3,188,935,76,16.8,41,4359,1120.56
2,25650,3,224.1,19906,78,15.6,57,4521,1462.63
22,104,2,21,82,77,17.3,31,4643,1076.38
57,46860,4,40,242,77,16.4,43,4521,1263.46
11,480,3,60,234,75,18.3,16,4199,1141.68
29,1540,5,399.9,1563,74,18.2,25,4253,1055.31
7,2970,6,779.9,69264,80,20,3,5022,1417.15
23,50,4,39,152,79,18.9,10,4683,1302.41
56,490,4,160.1,625,77,16.7,44,4502,1253.8
69,16290,7,448.2,2705,77,16.3,43,4537,1196.86
60,2570,1,27.9,109,76,16.8,41,4359,1120.56
73,990,4,136.2,531,77,17.3,31,4643,1076.38
13,27300,2,330.1,2696,74,18,19,3993,1394.54
48,490,4,39,152,77,18.8,14,4423,1133.43
43,5470,3,96.1,375,76,19.2,9,4289,1149.91
37,5590,2,24,94,77,16.3,43,4537,1196.86
46,1010,3,120.1,0,76,18.2,22,4269,1023.09
57,270,6,28.9,113,76,19.2,13,4163,1241.28
30,410,4,144,563,79,19.5,8,4841,1472.46
80,1160,3,27.9,109,78,14.9,65,4524,1515.94
83,990,2,21,82,75,18.7,16,4211,1174.05
39,12530,2,379.9,1890,77,17.9,30,4756,1107.59
3,38600,3,230,20424,77,16.3,43,4537,1196.86
68,5210,15,495.1,2989,78,19.1,8,4599,1293.02
65,2290,2,26.9,105,75,17.7,25,4277,1191.47
72,10760,1,36.1,256,77,17.9,30,4756,1107.59
85,2590,2,26.9,0,78,14.9,65,4524,1515.94
45,77870,3,207,1250,77,16.3,43,4537,1196.86
52,1760,2,24,94,78,14.4,69,4451,1510
86,4970,3,34.1,205,78,19.1,8,4599,1293.02
46,16760,3,44.9,272,75,18.7,16,4211,1174.05
82,2730,6,40,156,75,18.7,16,4211,1174.05
75,4320,3,34.1,133,78,19.4,8,4437,1294.62
7,1940,3,169.9,15504,76,17.2,36,4474,1115.61
69,1290,3,34.1,133,77,16.3,43,4537,1196.86
45,5800,4,313,1223,77,17.3,33,4649,1148.89
47,16030,3,25.9,102,77,16.4,43,4521,1263.46
42,16830,2,182.1,1875,77,16.2,47,4355,1210.12
64,7300,5,178.1,695,76,16.8,41,4359,1120.56
32,1096,3,102,399,77,18.5,19,4761,1162.61
69,720,5,149.9,586,78,18.9,14,4676,1384.74
27,5720,5,160.1,625,76,18.2,22,4269,1023.09
6,490,6,120.1,10656,80,20,3,5022,1417.15
34,1930,3,30.8,121,77,16.3,43,4537,1196.86
35,8070,2,220.1,1094,79,18.9,10,4683,1302.41
62,2600,2,26.9,105,76,16.8,41,4359,1120.56
34,4640,3,564,1603,76,16.8,41,4359,1120.56
59,6930,3,30.8,0,77,19.9,5,4656,1447.84
43,5800,4,36.1,141,77,16.2,47,4355,1210.12
18,490,3,29.9,117,76,17.5,32,4518,1116.36
57,230,2,26.9,105,76,19.2,9,4289,1149.91
52,490,3,38.1,0,78,14.4,69,4451,1510
16,710,1,50.9,199,77,17.3,33,4649,1148.89
59,8560,6,408.1,2464,74,18.2,25,4253,1055.31
32,320,4,43,168,80,19.3,11,4951,1474.19
64,790,3,32.2,125,78,19.1,8,4599,1293.02
94,3080,3,29.9,117,78,16,50,4568,1345.25
62,490,3,44,172,74,18.2,25,4253,1055.31
67,2470,12,180.1,703,80,20.6,4,5129,1392.02
27,300,5,180.1,703,77,18.5,19,4761,1162.61
45,11680,3,23,90,77,16.2,47,4355,1210.12
44,490,3,32.2,125,76,16.7,39,4482,1150.77
105,2630,1,25.9,102,74,18,19,3993,1394.54
41,1550,3,25.9,102,78,20.4,4,4824,1481.42
38,2630,3,238.8,934,78,14.9,65,4524,1515.94
59,600,5,180.1,703,78,15.8,52,4607,1283.64
7,28840,4,464.9,41292,77,16.2,47,4355,1210.12
3,104,1,50.9,4514,78,16,50,4568,1345.25
27,980,3,149.9,586,76,16.7,39,4482,1150.77
17,490,5,460,1797,77,17.3,33,4649,1148.89
18,4520,3,169.9,664,77,16.2,47,4355,1210.12
64,210,3,32.2,125,79,18.9,10,4683,1302.41
32,490,3,33.1,129,76,17.2,36,4474,1115.61
37,380,3,112.9,442,77,17.3,33,4649,1148.89
55,2250,4,235.9,922,78,20.7,0,4392,1541.35
34,23000,23,1799.9,14705,77,17.9,30,4756,1107.59
24,1710,6,240.2,938,77,18.8,14,4423,1133.43
15,8200,3,190.9,746,77,16.2,47,4355,1210.12
44,490,3,25.9,0,79,18.9,10,4683,1302.41
48,2010,4,310,1211,77,16.2,47,4355,1210.12
57,490,3,113.8,445,76,17.5,32,4518,1116.36
40,20,8,433.1,1692,77,16.8,38,4652,1241.05
3,15060,4,180.1,15984,76,18.2,22,4269,1023.09
16,1420,4,160.1,625,75,17.7,25,4277,1191.47
62,270,6,47.9,188,79,19.4,13,4642,1418.14
57,490,3,23,90,79,19.5,8,4841,1472.46
73,1110,4,39,152,77,18.5,15,4386,1102.21
68,2720,4,44,172,74,18.2,25,4253,1055.31
33,960,9,82,320,78,16,50,4568,1345.25
53,5690,6,180.1,703,78,20.4,4,4824,1481.42
91,1690,2,21,82,79,18.9,10,4683,1302.41
5,1800,9,1259.8,111888,75,18.6,16,4198,1088.31
37,3290,5,56.1,338,79,19.4,10,4738,1381.25
94,11060,3,28.9,144,77,16.3,43,4537,1196.86
37,490,6,200.1,0,80,19.3,11,4951,1474.19
8,4110,3,359.9,31968,77,17.3,33,4649,1148.89
8,4180,3,126,11248,76,20,3,4432,1557.81
51,6810,5,180.1,703,78,19.1,8,4599,1293.02
47,680,4,253.9,992,78,20.4,4,4824,1481.42
33,490,3,32.2,125,78,15.1,59,4627,1252.83
4,60,1,69.9,6216,76,18.6,20,4202,1137.8
10,2970,6,403.9,0,77,17.3,31,4643,1076.38
45,490,5,140.1,547,77,17.3,31,4643,1076.38
9,1980,2,27.9,0,76,16.8,41,4359,1120.56
42,490,3,120.1,469,78,14.9,65,4524,1515.94
11,24960,4,320.9,0,76,16.8,41,4359,1120.56
43,3640,3,35.1,99,76,20,3,4432,1557.81
85,9290,4,44.9,272,79,18.9,10,4683,1302.41
33,1140,10,399.9,1563,75,18.7,16,4211,1174.05
57,10570,11,399.9,2415,78,19.4,8,4437,1294.62
32,960,3,120.1,469,80,19.3,11,4951,1474.19
40,1930,2,319.9,1250,77,16.2,47,4355,1210.12
79,9990,2,29.9,181,77,17.9,30,4756,1107.59
88,190,1,24,94,77,17.3,33,4649,1148.89
88,9080,3,37.1,145,77,16.3,43,4537,1196.86
37,30,10,200.1,781,75,18.7,16,4211,1174.05
57,5910,2,24,94,80,14.8,71,4637,1723.08
51,550,4,160.1,625,77,17.9,25,4528,1072.98
91,7040,2,22,86,77,16.4,43,4521,1263.46
48,16530,3,141.1,551,75,18.7,16,4211,1174.05
63,9360,3,32.2,125,77,16.2,47,4355,1210.12
3,3816,3,415,36852,76,18.2,22,4269,1023.09
62,30,4,80.1,0,77,18.5,15,4386,1102.21
32,110,3,34.1,133,78,15.8,52,4607,1283.64
49,600,3,26.9,105,76,19.2,9,4289,1149.91
23,0,3,202.1,17908,77,16.2,47,4355,1210.12
29,1860,18,810,3165,76,19.2,9,4289,1149.91
86,3230,3,30.8,121,78,20.4,4,4824,1481.42
63,116740,5,55.1,508,77,16.2,47,4355,1210.12
5,1000,3,165,14652,78,15.8,52,4607,1283.64
45,260,3,32.2,125,75,18.7,16,4211,1174.05
36,20640,3,225.1,1838,77,16.2,47,4355,1210.12
84,720,3,32.2,125,76,19.5,6,4317,1325.87
55,17950,4,274.9,1074,77,16.3,43,4537,1196.86
71,3190,3,23,90,76,19.2,9,4289,1149.91
62,940,4,196.9,766,80,19.3,11,4951,1474.19
43,520,4,120.1,469,80,19.3,11,4951,1474.19
62,2080,3,25.9,102,76,17.2,36,4474,1115.61
32,10550,2,190,1147,76,16.8,41,4359,1120.56
57,190,3,23,90,77,18.8,14,4423,1133.43
72,490,3,60,234,76,19.5,6,4317,1325.87
80,2910,4,44.9,176,77,18.5,15,4386,1102.21
66,490,3,23,90,76,17.8,27,4512,1039.26
82,8710,5,230,899,78,13.4,76,4325,1558.15
44,2202,6,437,1707,77,16.2,47,4355,1210.12
36,1096,3,37.1,145,79,18.9,10,4683,1302.41
13,40,2,21,82,77,17.3,31,4643,1076.38
57,300,3,37.1,145,76,17.8,27,4512,1039.26
71,740,3,28.9,113,80,20.3,3,5197,1403.16
46,490,10,200.1,781,78,19.4,8,4437,1294.62
27,490,3,32.2,125,77,17.3,31,4643,1076.38
16,1270,3,140.1,547,79,19.5,8,4841,1472.46
67,710,3,25.9,102,79,19.5,8,4841,1472.46
62,490,4,80.1,313,76,18.9,14,4231,1334.9
31,600,3,34.1,133,79,19.4,13,4642,1418.14
72,30,3,32.2,125,76,18.2,22,4269,1023.09
67,70,3,32.2,125,76,18.6,12,4389,1523.05
48,490,3,194.9,762,76,16.7,39,4482,1150.77
63,5400,2,60,234,76,20,3,4432,1557.81
17,1980,1,86,336,78,19.1,8,4599,1293.02
56,16230,4,257.9,1833,76,20,3,4432,1557.81
59,3110,4,136.2,531,77,16.3,43,4537,1196.86
81,1830,3,32.2,125,75,18.7,16,4211,1174.05
49,490,8,160.1,625,76,19.2,9,4289,1149.91
74,6000,3,32.2,125,78,15.6,57,4521,1462.63
46,23350,3,165,0,77,16.8,38,4652,1241.05
37,33360,2,373,3445,77,16.2,47,4355,1210.12
60,3100,3,141.1,551,76,17.2,36,4474,1115.61
53,230,5,169.9,664,79,18.9,10,4683,1302.41
56,400,3,60,234,76,19.2,13,4163,1241.28
56,2202,3,33.1,129,76,16.8,41,4359,1120.56
12,1,1,102,1,75,17.7,25,4277,1191.47
49,40,6,240.2,938,76,18.9,14,4231,1334.9
36,1660,2,24.9,98,76,16.8,41,4359,1120.56
23,1930,2,24,94,77,16.2,47,4355,1210.12
28,900,3,27.9,109,75,18.3,16,4199,1141.68
61,87100,3,168,835,78,15.6,57,4521,1462.63
36,10550,3,300.9,1497,77,16.2,47,4355,1210.12
49,41870,12,765.1,2989,78,20.7,0,4392,1541.35
35,600,3,25.9,102,79,19.4,10,4738,1381.25
88,11250,3,28.9,144,77,16.3,43,4537,1196.86
62,18940,2,22,133,77,16.2,47,4355,1210.12
10,400,1,27.9,1,77,17.9,30,4756,1107.59
27,40240,3,215.9,1304,77,16.2,47,4355,1210.12
36,3590,3,28.9,0,75,18.6,16,4198,1088.31
8,490,5,200.1,17760,76,19.2,13,4163,1241.28
42,180,6,120.1,469,79,18.9,10,4683,1302.41
29,25320,4,44,266,77,16.4,43,4521,1263.46
32,600,2,51.8,148,78,13.4,76,4325,1558.15
65,460,3,32.2,0,77,17.9,25,4528,1072.98
49,44870,3,193.9,1585,76,20,3,4432,1557.81
45,1510,2,107.9,422,76,16.8,41,4359,1120.56
15,2970,6,240.2,938,77,18.8,14,4423,1133.43
45,49670,3,183.1,1105,77,17.9,30,4756,1107.59
62,290,3,36.1,141,77,17.9,25,4528,1072.98
59,6510,3,28.9,175,78,13.7,74,4453,1501.58
84,850,3,28.9,113,77,17.9,25,4528,1072.98
47,70,5,45.9,50,80,19.3,11,4951,1474.19
61,490,4,107.9,422,76,20,3,4432,1557.81
42,20,3,25.9,102,78,18.9,14,4676,1384.74
57,490,5,140.1,0,75,18.6,16,4198,1088.31
63,300,4,44.9,176,78,19.4,8,4437,1294.62
39,4140,7,279.9,1094,77,17.3,33,4649,1148.89
64,9850,2,26.9,0,77,16.8,38,4652,1241.05
48,24730,4,213.9,836,76,19.2,13,4163,1241.28
65,42970,5,194.9,2009,79,18.9,10,4683,1302.41
15,1930,3,33.1,129,77,16.2,47,4355,1210.12
33,150,2,40,156,80,19.3,11,4951,1474.19
19,23360,2,214.9,1298,76,17.2,36,4474,1115.61
4,225340,1,51.8,4588,77,16.2,47,4355,1210.12
5,27270,3,188,16724,78,16,50,4568,1345.25
33,760,2,149.9,586,78,16,50,4568,1345.25
60,450,3,28.9,117,77,18.5,15,4386,1102.21
9,2790,3,203.1,739082,74,18.2,25,4253,1055.31
3,6040,3,194.9,17316,76,16.8,41,4359,1120.56
8,490,5,100.1,10582,80,20.6,4,5129,1392.02
19,1080,3,35.1,137,78,19.4,8,4437,1294.62
26,5520,5,200.1,781,77,19.9,5,4656,1447.84
55,2190,3,25.9,102,76,17.8,27,4512,1039.26
35,490,4,40,0,80,19.3,11,4951,1474.19
43,160,1,30.8,121,78,16,50,4568,1345.25
45,6010,3,190,0,77,16.8,38,4652,1241.05
13,490,3,120.1,469,77,18.5,15,4386,1102.21
35,5430,3,33.1,129,76,16.7,39,4482,1150.77
46,490,4,30.8,121,75,18.6,16,4198,1088.31
48,2120,3,24,94,78,16,50,4568,1345.25
58,20790,4,26.9,0,75,18.6,16,4198,1088.31
8,370,5,609.9,54168,77,17.3,31,4643,1076.38
71,1810,3,32.2,125,75,17.7,25,4277,1191.47
87,1940,3,25.9,102,77,16.2,47,4355,1210.12
43,1930,4,160.1,625,76,16.7,39,4482,1150.77
47,2202,2,32.2,125,76,16.8,41,4359,1120.56
38,14120,4,146,882,74,18,19,3993,1394.54
38,1900,1,86,336,77,16.2,47,4355,1210.12
9,62210,1,141.1,12506,76,17.8,27,4512,1039.26
8,110,4,33.1,2931,76,17.2,36,4474,1115.61
51,12990,3,182.1,1099,78,15.1,59,4627,1252.83
50,47410,4,32.2,159,78,20.4,4,4824,1481.42
65,6380,6,270,1055,78,15.1,59,4627,1252.83
59,1540,8,46.9,184,75,19.3,7,4325,1544.85
42,1096,3,23,90,79,18.9,10,4683,1302.41
63,5710,3,32.2,0,76,18.2,22,4269,1023.09
34,440,3,28.9,113,77,16.4,43,4521,1263.46
60,142590,4,222.1,2760,76,16.8,41,4359,1120.56
57,2760,2,21,82,76,16.7,39,4482,1150.77
31,600,1,58.1,227,76,16.7,39,4482,1150.77
26,49830,2,520,0,76,16.8,41,4359,1120.56
31,600,5,56.1,0,77,16.8,38,4652,1241.05
28,170,7,210,0,76,18.6,20,4202,1137.8
59,3590,4,39,152,75,18.7,16,4211,1174.05
47,4420,3,37.1,263,77,16.8,38,4652,1241.05
28,2670,3,225.1,879,76,18.2,22,4269,1023.09
48,80,7,143,559,79,18.9,10,4683,1302.41
64,410,3,102,399,77,16.8,38,4652,1241.05
13,104,3,60,234,79,19.4,10,4738,1381.25
48,40080,3,204.1,797,76,19.2,13,4163,1241.28
21,23340,4,335,1309,78,15.6,57,4521,1462.63
53,2460,4,292,1141,77,16.7,44,4502,1253.8
48,80,4,81,316,79,18.9,10,4683,1302.41
58,3040,3,32.2,125,77,16.3,43,4537,1196.86
63,490,2,21,82,79,19.5,8,4841,1472.46
14,11850,4,294,1149,76,18.6,20,4202,1137.8
12,8670,3,244.1,953,77,16.3,43,4537,1196.86
16,10140,1,154.9,606,74,18,19,3993,1394.54
36,580,3,37.1,145,77,18.8,14,4423,1133.43
6,1260,3,70.2,6216,77,16.4,43,4521,1263.46
51,410,1,336,1313,79,19.4,10,4738,1381.25
23,380,3,29.9,117,75,18.3,16,4199,1141.68
23,12610,4,43,260,80,19.3,11,4951,1474.19
30,2680,5,62,242,76,18.2,22,4269,1023.09
29,4110,4,279.9,1094,77,17.3,31,4643,1076.38
82,6730,4,44,172,78,13.4,76,4325,1558.15
40,490,4,44.9,176,78,14.9,65,4524,1515.94
42,1930,3,28.9,0,76,16.8,41,4359,1120.56
55,25910,3,29.9,181,76,16.8,41,4359,1120.56
52,2100,4,80.1,313,76,16.8,41,4359,1120.56
27,5940,3,32.2,227,78,19.4,8,4437,1294.62
35,30,12,180.1,703,75,18.3,16,4199,1141.68
13,6670,1,42,164,77,16.2,47,4355,1210.12
38,11870,7,2858.9,17264,74,18,19,3993,1394.54
29,870,3,32.2,125,76,17.5,32,4518,1116.36
73,300,3,28.9,0,76,19.2,13,4163,1241.28
84,10850,3,23,90,78,15.6,57,4521,1462.63
24,490,3,26.9,105,77,17.9,30,4756,1107.59
76,11150,2,21,82,77,16.3,43,4537,1196.86
14,150,9,180.1,703,78,20.7,0,4392,1541.35
17,1930,1,33.1,129,77,16.2,47,4355,1210.12
28,490,3,32.2,125,76,18.2,22,4269,1023.09
59,2340,4,243.1,949,77,16.2,47,4355,1210.12
72,320,4,57.1,0,76,18.6,20,4202,1137.8
37,10720,3,228,891,78,15.6,57,4521,1462.63
57,200,9,183.1,715,80,19.3,11,4951,1474.19
20,17500,3,200.1,781,77,16.2,47,4355,1210.12
25,490,4,49.9,0,77,16.8,38,4652,1241.05
19,600,3,23,90,77,16.2,47,4355,1210.12
28,600,1,42,164,77,17.3,33,4649,1148.89
53,1750,4,120.1,469,78,20.4,4,4824,1481.42
26,110,3,27.9,109,76,17.8,27,4512,1039.26
84,1040,2,21,82,79,19.5,8,4841,1472.46
62,1096,3,25.9,102,76,16.7,39,4482,1150.77
70,50,1,55.1,215,78,15.1,59,4627,1252.83
18,9110,4,86.9,340,77,16.4,43,4521,1263.46
62,490,3,25.9,125,75,18.7,16,4211,1174.05
52,600,3,25.9,102,79,18.9,10,4683,1302.41
44,21220,4,288.1,0,77,17.3,33,4649,1148.89
36,490,3,32.2,125,77,16.3,43,4537,1196.86
84,610,3,25.9,0,75,18.6,16,4198,1088.31
18,600,1,24,94,77,16.4,43,4521,1263.46
28,770,4,149.9,586,76,17.8,27,4512,1039.26
90,24830,2,21,194,77,16.2,47,4355,1210.12
23,600,3,107.9,422,76,16.7,39,4482,1150.77
8,16100,3,232,20602,77,16.2,47,4355,1210.12
64,490,3,25.9,102,79,19.5,8,4841,1472.46
55,490,3,120.1,469,77,16.8,38,4652,1241.05
19,280,3,37.1,145,79,15.6,59,4612,1608.46
49,6200,3,32.2,125,78,16,50,4568,1345.25
30,1810,5,40,113,77,16.4,43,4521,1263.46
66,440,3,24.9,98,79,19.4,13,4642,1418.14
42,70,4,140.1,547,76,18.6,20,4202,1137.8
67,180,6,36.1,141,76,18.9,14,4231,1334.9
43,2010,3,29.9,117,77,16.4,43,4521,1263.46
24,5880,3,29.9,117,80,19.3,11,4951,1474.19
48,230,4,44,172,78,19.4,8,4437,1294.62
54,390,3,107.9,422,78,19.4,8,4437,1294.62
29,9060,3,278.9,1090,77,16.2,47,4355,1210.12
57,490,2,24,94,79,19.4,10,4738,1381.25
30,3150,4,49.9,195,76,16.8,41,4359,1120.56
32,940,4,51.8,203,78,15.1,59,4627,1252.83
55,490,3,173.9,680,78,15.1,59,4627,1252.83
97,8740,3,37.1,145,76,16.8,41,4359,1120.56
7,490,1,77.1,5698,77,17.3,33,4649,1148.89
72,600,2,21,82,77,17.9,25,4528,1072.98
2,12380,2,238.5,21238,77,16.4,43,4521,1263.46
17,3330,4,160.1,625,76,17.5,32,4518,1116.36
